indice,atributo,valoracion1,valoracion2,valoracion3,valoracion4,valoracion5
6,Atributo 10,2,2,1,1,0
6,Atributo 11,2,2,3,1,0
6,Atributo 12,4,4,3,3,0
6,Atributo 13,2,2,3,4,1
6,Atributo 14,1,4,4,2,0
6,Atributo 15,5,1,3,1,5
6,Atributo 16,3,3,2,5,5
6,Atributo 17,1,2,1,0,0
6,Atributo 18,3,3,2,0,0
6,Atributo 19,4,4,3,3,2
6,Atributo 20,3,2,2,0,0
6,Atributo 21,2,2,2,1,5
6,Atributo 22,3,3,1,4,0
6,Atributo 23,3,2,5,1,2
6,Atributo 24,2,3,1,0,0
6,Atributo 25,1,3,1,0,0
6,Atributo 26,1,1,1,0,0
6,Atributo 27,5,1,3,4,1
6,Atributo 28,1,3,1,0,0
6,Atributo 29,1,4,2,4,5
6,Atributo 30,4,1,1,3,0
6,Atributo 31,2,1,5,3,2
6,Atributo 32,3,1,3,0,0
6,Atributo 33,2,2,2,0,0
6,Atributo 34,1,5,3,1,5
6,Atributo 35,1,4,4,2,5
6,Atributo 36,3,3,3,3,0
6,Atributo 37,2,3,1,2,0
6,Atributo 38,3,2,3,0,0
6,Atributo 39,4,5,5,5,4
6,Atributo 40,3,1,4,5,2
6,Atributo 41,2,3,4,2,4
6,Atributo 42,4,4,4,1,0
6,Atributo 43,3,1,2,1,0
6,Atributo 44,4,2,2,2,0
6,Atributo 45,3,2,1,0,0
6,Atributo 46,3,1,1,2,0
6,Atributo 47,1,4,2,2,0
6,Atributo 48,2,2,1,0,0
6,Atributo 49,3,4,1,4,4
6,Atributo 50,3,3,1,0,0
6,Atributo 51,4,4,3,3,0
6,Atributo 52,1,1,1,0,0
6,Atributo 53,5,4,2,4,3
6,Atributo 54,1,3,1,4,4
6,Atributo 55,3,1,1,3,5
6,Atributo 56,2,2,3,3,0
6,Atributo 57,1,1,1,2,5
6,Atributo 58,1,1,5,2,2
6,Atributo 59,2,3,1,3,0
6,Atributo 60,2,1,4,4,0
6,Atributo 61,3,2,2,0,0
6,Atributo 62,2,3,2,3,2
6,Atributo 63,4,4,5,5,2
7,Atributo 1,1,1,1,0,0
7,Atributo 2,4,1,3,4,0
7,Atributo 3,2,2,2,3,1
7,Atributo 4,3,2,1,0,0
7,Atributo 5,3,3,3,2,0
7,Atributo 6,4,1,5,4,2
7,Atributo 7,2,2,4,3,5
7,Atributo 8,2,3,3,0,0
7,Atributo 9,2,1,3,0,0
7,Atributo 10,4,3,1,2,0
7,Atributo 11,1,4,3,4,0
7,Atributo 12,4,4,1,2,0
7,Atributo 13,3,5,1,4,4
7,Atributo 14,1,2,4,2,0
7,Atributo 15,4,2,4,4,3
7,Atributo 16,4,5,3,3,4
7,Atributo 17,2,3,3,0,0
7,Atributo 18,3,1,1,0,0
7,Atributo 19,3,1,1,1,2
7,Atributo 20,3,2,1,0,0
7,Atributo 21,1,4,3,2,3
7,Atributo 22,1,3,3,3,0
7,Atributo 23,3,5,3,3,1
7,Atributo 24,3,1,3,0,0
7,Atributo 25,3,3,1,0,0
7,Atributo 26,1,3,3,0,0
7,Atributo 27,2,2,4,2,3
7,Atributo 28,3,1,3,0,0
7,Atributo 29,1,1,4,2,4
7,Atributo 30,2,1,2,4,0
7,Atributo 31,1,2,2,4,5
7,Atributo 32,3,3,2,0,0
7,Atributo 33,3,2,2,0,0
7,Atributo 34,4,2,3,5,3
7,Atributo 35,2,4,1,4,1
7,Atributo 36,2,1,1,4,0
7,Atributo 37,3,4,2,4,0
7,Atributo 38,3,3,3,0,0
7,Atributo 39,5,5,4,1,4
7,Atributo 40,5,3,3,5,1
7,Atributo 41,5,2,5,3,4
7,Atributo 42,3,3,1,4,0
7,Atributo 43,2,4,1,1,0
7,Atributo 44,4,4,2,3,0
7,Atributo 45,1,3,3,0,0
7,Atributo 46,2,2,2,3,0
7,Atributo 47,3,1,4,2,0
7,Atributo 48,2,1,3,0,0
7,Atributo 49,4,2,2,4,5
7,Atributo 50,1,3,3,0,0
7,Atributo 51,4,3,4,4,0
7,Atributo 52,2,1,3,0,0
7,Atributo 53,1,5,5,3,2
7,Atributo 54,3,5,4,2,4
7,Atributo 55,4,2,4,4,4
7,Atributo 56,2,4,4,3,0
7,Atributo 57,5,4,2,3,4
7,Atributo 58,4,1,4,5,4
7,Atributo 59,3,1,2,3,0
7,Atributo 60,2,4,2,2,0
7,Atributo 61,3,3,1,0,0
7,Atributo 62,5,4,1,4,5
7,Atributo 63,3,3,2,3,2
8,Atributo 1,1,3,3,0,0
8,Atributo 2,4,4,4,4,0
8,Atributo 3,2,2,2,3,1
8,Atributo 4,2,1,1,0,0
8,Atributo 5,2,3,3,3,0
8,Atributo 6,3,1,4,2,2
8,Atributo 7,2,2,4,3,4
8,Atributo 8,2,3,3,0,0
8,Atributo 9,3,1,3,0,0
8,Atributo 10,2,1,1,2,0
8,Atributo 11,1,1,3,4,0
8,Atributo 12,4,4,1,2,0
8,Atributo 13,3,5,5,2,2
8,Atributo 14,3,2,4,2,0
8,Atributo 15,4,5,2,2,3
8,Atributo 16,1,5,1,2,3
8,Atributo 17,2,1,2,0,0
8,Atributo 18,3,3,1,0,0
8,Atributo 19,4,1,3,1,2
8,Atributo 20,3,2,1,0,0
8,Atributo 21,2,3,3,4,1
8,Atributo 22,1,1,2,1,0
8,Atributo 23,3,2,3,3,1
8,Atributo 24,2,1,3,0,0
8,Atributo 25,2,1,1,0,0
8,Atributo 26,1,2,3,0,0
8,Atributo 27,3,4,4,4,3
8,Atributo 28,2,1,3,0,0
8,Atributo 29,1,5,4,2,2
8,Atributo 30,2,1,2,4,0
8,Atributo 31,1,2,4,4,3
8,Atributo 32,1,3,2,0,0
8,Atributo 33,3,1,2,0,0
8,Atributo 34,5,4,3,1,5
8,Atributo 35,4,4,1,3,1
8,Atributo 36,1,3,1,1,0
8,Atributo 37,3,4,2,4,0
8,Atributo 38,3,3,3,0,0
8,Atributo 39,5,5,4,2,4
8,Atributo 40,5,1,3,3,1
8,Atributo 41,5,5,5,2,1
8,Atributo 42,3,3,1,4,0
8,Atributo 43,3,2,3,3,0
8,Atributo 44,3,4,3,3,0
8,Atributo 45,1,1,3,0,0
8,Atributo 46,2,2,1,3,0
8,Atributo 47,3,1,3,3,0
8,Atributo 48,2,2,2,0,0
8,Atributo 49,4,2,4,4,5
8,Atributo 50,2,3,1,0,0
8,Atributo 51,4,3,4,3,0
8,Atributo 52,2,1,1,0,0
8,Atributo 53,1,1,5,2,2
8,Atributo 54,1,5,4,2,4
8,Atributo 55,1,1,1,5,3
8,Atributo 56,2,4,4,4,0
8,Atributo 57,4,3,2,1,4
8,Atributo 58,4,1,2,5,5
8,Atributo 59,3,1,1,3,0
8,Atributo 60,2,2,2,2,0
8,Atributo 61,3,2,3,0,0
8,Atributo 62,5,3,1,4,5
8,Atributo 63,3,3,1,3,2
9,Atributo 1,3,1,1,0,0
9,Atributo 2,3,3,2,2,0
9,Atributo 3,4,5,2,5,1
9,Atributo 4,1,2,3,0,0
9,Atributo 5,3,3,1,2,0
9,Atributo 6,1,5,1,2,4
9,Atributo 7,5,1,4,5,1
9,Atributo 8,3,3,3,0,0
9,Atributo 9,3,2,3,0,0
9,Atributo 10,3,3,3,4,0
9,Atributo 11,1,1,1,1,0
9,Atributo 12,3,4,2,3,0
9,Atributo 13,1,2,4,3,5
9,Atributo 14,2,1,3,3,0
9,Atributo 15,2,2,1,2,2
9,Atributo 16,3,3,1,1,3
9,Atributo 17,3,3,2,0,0
9,Atributo 18,1,3,1,0,0
9,Atributo 19,1,3,3,2,5
9,Atributo 20,1,2,3,0,0
9,Atributo 21,4,1,3,2,1
9,Atributo 22,3,1,3,4,0
9,Atributo 23,3,1,5,4,1
9,Atributo 24,3,1,1,0,0
9,Atributo 25,1,1,3,0,0
9,Atributo 26,1,1,1,0,0
9,Atributo 27,3,3,1,2,5
9,Atributo 28,1,3,3,0,0
9,Atributo 29,2,3,3,4,5
9,Atributo 30,2,4,3,1,0
9,Atributo 31,2,2,5,4,2
9,Atributo 32,2,1,1,0,0
9,Atributo 33,3,2,3,0,0
9,Atributo 34,2,1,1,1,2
9,Atributo 35,1,1,4,3,5
9,Atributo 36,2,1,1,4,0
9,Atributo 37,2,1,3,2,0
9,Atributo 38,2,3,3,0,0
9,Atributo 39,4,4,4,5,4
9,Atributo 40,1,1,4,5,3
9,Atributo 41,2,1,5,3,3
9,Atributo 42,2,2,1,2,0
9,Atributo 43,3,3,2,4,0
9,Atributo 44,3,2,1,4,0
9,Atributo 45,3,1,2,0,0
9,Atributo 46,1,4,3,1,0
9,Atributo 47,4,3,4,2,0
9,Atributo 48,1,1,2,0,0
9,Atributo 49,3,5,5,1,1
9,Atributo 50,1,3,1,0,0
9,Atributo 51,4,1,1,4,0
9,Atributo 52,3,1,1,0,0
9,Atributo 53,2,5,5,5,4
9,Atributo 54,2,3,3,3,2
9,Atributo 55,2,4,4,1,4
9,Atributo 56,4,3,4,1,0
9,Atributo 57,5,3,1,3,2
9,Atributo 58,1,1,5,1,1
9,Atributo 59,1,2,4,1,0
9,Atributo 60,3,1,3,3,0
9,Atributo 61,3,3,3,0,0
9,Atributo 62,5,1,1,1,2
9,Atributo 63,1,4,5,2,1
10,Atributo 1,3,1,1,0,0
10,Atributo 2,3,3,1,2,0
10,Atributo 3,5,5,2,3,1
10,Atributo 4,1,2,3,0,0
10,Atributo 5,2,3,1,4,0
10,Atributo 6,2,5,1,2,4
10,Atributo 7,5,3,4,5,1
10,Atributo 8,1,3,1,0,0
10,Atributo 9,1,3,3,0,0
10,Atributo 10,3,1,4,4,0
10,Atributo 11,3,1,1,1,0
10,Atributo 12,3,3,2,2,0
10,Atributo 13,1,2,4,1,5
10,Atributo 14,2,1,2,3,0
10,Atributo 15,2,5,2,5,5
10,Atributo 16,3,3,5,3,2
10,Atributo 17,1,3,2,0,0
10,Atributo 18,1,2,1,0,0
10,Atributo 19,1,3,3,2,4
10,Atributo 20,1,2,3,0,0
10,Atributo 21,1,1,3,4,4
10,Atributo 22,2,1,2,4,0
10,Atributo 23,3,1,1,5,1
10,Atributo 24,2,1,1,0,0
10,Atributo 25,3,1,3,0,0
10,Atributo 26,1,2,3,0,0
10,Atributo 27,3,3,1,2,1
10,Atributo 28,2,2,3,0,0
10,Atributo 29,2,5,5,3,1
10,Atributo 30,2,4,4,1,0
10,Atributo 31,1,2,2,3,5
10,Atributo 32,2,3,2,0,0
10,Atributo 33,2,1,3,0,0
10,Atributo 34,2,3,1,1,1
10,Atributo 35,1,1,4,3,5
10,Atributo 36,3,1,1,1,0
10,Atributo 37,4,1,4,2,0
10,Atributo 38,3,3,1,0,0
10,Atributo 39,4,5,4,5,4
10,Atributo 40,5,2,4,4,4
10,Atributo 41,2,1,5,3,3
10,Atributo 42,2,2,4,4,0
10,Atributo 43,1,1,2,2,0
10,Atributo 44,4,3,4,1,0
10,Atributo 45,3,1,2,0,0
10,Atributo 46,3,4,1,1,0
10,Atributo 47,1,4,4,2,0
10,Atributo 48,1,1,2,0,0
10,Atributo 49,4,3,5,1,1
10,Atributo 50,3,3,2,0,0
10,Atributo 51,2,1,1,4,0
10,Atributo 52,3,1,2,0,0
10,Atributo 53,2,2,5,5,4
10,Atributo 54,2,3,3,2,2
10,Atributo 55,2,4,4,1,4
10,Atributo 56,4,1,1,1,0
10,Atributo 57,5,2,2,5,1
10,Atributo 58,1,3,4,5,1
10,Atributo 59,3,1,1,3,0
10,Atributo 60,3,1,3,3,0
10,Atributo 61,1,3,2,0,0
10,Atributo 62,5,1,5,1,2
10,Atributo 63,1,4,4,2,1
11,Atributo 1,2,1,3,0,0
11,Atributo 2,4,1,3,2,0
11,Atributo 3,4,3,5,1,1
11,Atributo 4,2,2,1,0,0
11,Atributo 5,1,4,4,3,0
11,Atributo 6,4,1,2,5,3
11,Atributo 7,5,1,4,2,1
11,Atributo 8,1,3,2,0,0
11,Atributo 9,2,1,2,0,0
11,Atributo 10,2,4,1,1,0
11,Atributo 11,2,3,3,3,0
11,Atributo 12,4,3,4,3,0
11,Atributo 13,3,3,4,4,2
11,Atributo 14,1,3,1,2,0
11,Atributo 15,5,1,4,2,5
11,Atributo 16,3,5,3,4,2
11,Atributo 17,2,1,2,0,0
11,Atributo 18,2,3,2,0,0
11,Atributo 19,2,4,4,4,3
11,Atributo 20,1,1,2,0,0
11,Atributo 21,5,5,4,4,3
11,Atributo 22,1,4,3,3,0
11,Atributo 23,5,1,4,3,1
11,Atributo 24,1,1,2,0,0
11,Atributo 25,1,3,2,0,0
11,Atributo 26,3,3,1,0,0
11,Atributo 27,3,2,2,5,2
11,Atributo 28,2,2,3,0,0
11,Atributo 29,4,2,4,4,3
11,Atributo 30,3,1,4,2,0
11,Atributo 31,4,2,4,5,2
11,Atributo 32,3,1,1,0,0
11,Atributo 33,1,1,1,0,0
11,Atributo 34,4,4,3,1,4
11,Atributo 35,4,5,2,4,3
11,Atributo 36,4,2,3,2,0
11,Atributo 37,3,2,2,2,0
11,Atributo 38,2,2,1,0,0
11,Atributo 39,4,4,4,3,4
11,Atributo 40,3,1,2,2,5
11,Atributo 41,1,2,2,4,4
11,Atributo 42,3,4,2,1,0
11,Atributo 43,4,1,2,1,0
11,Atributo 44,3,1,4,2,0
11,Atributo 45,1,2,3,0,0
11,Atributo 46,4,4,1,4,0
11,Atributo 47,4,2,4,2,0
11,Atributo 48,2,1,1,0,0
11,Atributo 49,3,5,5,2,2
11,Atributo 50,1,2,1,0,0
11,Atributo 51,3,4,4,3,0
11,Atributo 52,1,1,1,0,0
11,Atributo 53,5,3,5,1,4
11,Atributo 54,4,3,3,2,4
11,Atributo 55,4,1,3,3,4
11,Atributo 56,3,2,1,2,0
11,Atributo 57,1,2,4,4,2
11,Atributo 58,2,1,2,4,3
11,Atributo 59,1,4,1,1,0
11,Atributo 60,3,4,1,2,0
11,Atributo 61,2,2,2,0,0
11,Atributo 62,1,4,1,4,2
11,Atributo 63,2,4,1,1,5
12,Atributo 1,2,1,3,0,0
12,Atributo 2,2,4,3,3,0
12,Atributo 3,4,3,5,5,1
12,Atributo 4,2,2,1,0,0
12,Atributo 5,4,1,4,3,0
12,Atributo 6,1,1,2,5,4
12,Atributo 7,2,2,3,4,1
12,Atributo 8,3,3,2,0,0
12,Atributo 9,1,3,2,0,0
12,Atributo 10,2,3,1,1,0
12,Atributo 11,2,4,3,3,0
12,Atributo 12,4,4,4,3,0
12,Atributo 13,3,3,1,5,2
12,Atributo 14,1,4,1,3,0
12,Atributo 15,1,2,4,2,4
12,Atributo 16,1,5,2,2,2
12,Atributo 17,2,3,3,0,0
12,Atributo 18,2,3,2,0,0
12,Atributo 19,2,5,4,4,3
12,Atributo 20,1,1,2,0,0
12,Atributo 21,5,4,4,4,3
12,Atributo 22,1,3,3,3,0
12,Atributo 23,5,1,4,3,1
12,Atributo 24,3,1,2,0,0
12,Atributo 25,3,2,1,0,0
12,Atributo 26,1,1,1,0,0
12,Atributo 27,1,5,2,5,2
12,Atributo 28,2,3,2,0,0
12,Atributo 29,4,4,3,4,3
12,Atributo 30,1,1,4,1,0
12,Atributo 31,1,3,3,5,1
12,Atributo 32,3,3,1,0,0
12,Atributo 33,2,2,1,0,0
12,Atributo 34,4,3,2,2,4
12,Atributo 35,2,1,3,4,3
12,Atributo 36,4,2,2,2,0
12,Atributo 37,4,3,1,2,0
12,Atributo 38,1,2,3,0,0
12,Atributo 39,3,5,4,3,1
