@relation aa-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute indice {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}
@attribute atributo {'Atributo 1','Atributo 2','Atributo 3','Atributo 4','Atributo 5','Atributo 6','Atributo 7','Atributo 8','Atributo 9','Atributo 10','Atributo 11','Atributo 12','Atributo 13','Atributo 14','Atributo 15','Atributo 16','Atributo 17','Atributo 18','Atributo 19','Atributo 20','Atributo 21','Atributo 22','Atributo 23','Atributo 24','Atributo 25','Atributo 26','Atributo 27','Atributo 28','Atributo 29','Atributo 30','Atributo 31','Atributo 32','Atributo 33','Atributo 34','Atributo 35','Atributo 36','Atributo 37','Atributo 38','Atributo 39','Atributo 40','Atributo 41','Atributo 42','Atributo 43','Atributo 44','Atributo 45','Atributo 46','Atributo 47','Atributo 48','Atributo 49','Atributo 50','Atributo 51','Atributo 52','Atributo 53','Atributo 54','Atributo 55','Atributo 56','Atributo 57','Atributo 58','Atributo 59','Atributo 60','Atributo 61','Atributo 62','Atributo 63','Atributo 64','Atributo 65','Atributo 66','Atributo 67','Atributo 68','Atributo 69','Atributo 70'}
@attribute valoracion1 {1,2,3,4,5}
@attribute valoracion2 {1,2,3,4,5}
@attribute valoracion3 {1,2,3,4,5}
@attribute valoracion4 {0,1,2,3,4,5}
@attribute valoracion5 {0,1,2,3,4,5}

@data
1,'Atributo 38',3,3,3,2,1
1,'Atributo 39',3,3,1,0,0
1,'Atributo 40',3,3,4,4,5
1,'Atributo 41',2,2,3,0,0
1,'Atributo 42',2,1,3,2,0
1,'Atributo 43',2,2,2,0,0
1,'Atributo 44',5,4,3,2,2
1,'Atributo 45',2,2,2,0,0
1,'Atributo 46',3,3,4,1,4
1,'Atributo 47',1,2,3,0,0
1,'Atributo 48',1,3,3,0,0
1,'Atributo 49',5,5,1,3,2
1,'Atributo 50',3,2,4,4,0
1,'Atributo 51',3,1,3,0,0
1,'Atributo 52',1,2,2,3,1
1,'Atributo 53',4,1,4,2,0
1,'Atributo 54',5,4,5,2,2
1,'Atributo 55',2,5,1,2,1
1,'Atributo 56',2,2,3,0,0
1,'Atributo 57',4,1,2,1,0
1,'Atributo 58',4,1,4,1,1
1,'Atributo 59',1,3,2,4,0
1,'Atributo 60',4,2,2,3,5
1,'Atributo 61',5,4,3,5,3
1,'Atributo 62',1,1,2,0,0
1,'Atributo 63',4,3,2,1,0
1,'Atributo 64',2,2,3,0,0
1,'Atributo 65',3,2,3,0,0
1,'Atributo 66',4,5,3,2,3
1,'Atributo 67',1,2,4,3,0
1,'Atributo 68',2,3,2,0,0
1,'Atributo 69',1,3,1,4,0
1,'Atributo 70',3,4,3,5,1
2,'Atributo 1',1,5,3,1,5
2,'Atributo 2',1,2,1,4,0
2,'Atributo 3',3,5,1,2,1
2,'Atributo 4',3,1,1,2,4
2,'Atributo 5',1,2,3,0,0
2,'Atributo 6',3,3,1,0,0
2,'Atributo 7',2,2,2,4,0
2,'Atributo 8',4,3,1,2,5
2,'Atributo 9',3,2,3,0,0
2,'Atributo 10',1,1,1,2,5
2,'Atributo 11',1,3,1,3,2
2,'Atributo 12',1,1,2,3,4
2,'Atributo 13',2,3,2,0,0
2,'Atributo 14',1,4,3,3,0
2,'Atributo 15',3,4,2,4,0
2,'Atributo 16',4,1,2,3,0
2,'Atributo 17',4,4,5,2,2
2,'Atributo 18',4,5,1,3,1
2,'Atributo 19',3,2,2,0,0
2,'Atributo 20',1,2,1,0,0
2,'Atributo 21',1,1,1,3,2
2,'Atributo 22',1,4,2,5,2
2,'Atributo 23',4,4,1,2,1
2,'Atributo 24',5,3,1,1,1
2,'Atributo 25',1,2,3,0,0
2,'Atributo 26',1,2,2,0,0
2,'Atributo 27',2,1,2,0,0
2,'Atributo 28',3,2,3,0,0
2,'Atributo 29',1,2,4,4,0
2,'Atributo 30',2,4,4,4,0
2,'Atributo 31',2,3,2,3,0
2,'Atributo 32',4,1,3,4,4
2,'Atributo 33',1,3,2,1,1
2,'Atributo 34',2,1,2,0,0
2,'Atributo 35',2,2,1,4,0
2,'Atributo 36',3,1,1,0,0
2,'Atributo 37',1,1,1,5,3
2,'Atributo 38',2,2,5,2,4
2,'Atributo 39',1,1,1,0,0
2,'Atributo 40',1,2,2,2,1
2,'Atributo 41',1,2,2,0,0
2,'Atributo 42',4,1,4,3,0
2,'Atributo 43',1,2,3,0,0
2,'Atributo 44',2,5,3,5,2
2,'Atributo 45',1,2,2,0,0
2,'Atributo 46',3,1,3,1,1
2,'Atributo 47',3,3,1,0,0
2,'Atributo 48',1,2,1,0,0
2,'Atributo 49',3,5,5,1,2
2,'Atributo 50',1,1,3,2,0
2,'Atributo 51',1,3,1,0,0
2,'Atributo 52',3,1,4,1,2
2,'Atributo 53',2,3,3,2,0
2,'Atributo 54',5,1,5,2,1
2,'Atributo 55',4,1,1,3,4
2,'Atributo 56',3,2,3,0,0
2,'Atributo 57',2,3,4,2,0
2,'Atributo 58',2,3,4,2,5
2,'Atributo 59',3,4,4,2,0
2,'Atributo 60',1,5,3,1,1
2,'Atributo 61',5,1,3,5,3
2,'Atributo 62',3,2,2,0,0
2,'Atributo 63',3,2,2,3,0
2,'Atributo 64',1,2,2,0,0
2,'Atributo 65',3,1,2,0,0
2,'Atributo 66',4,1,2,2,4
2,'Atributo 67',3,2,2,2,0
2,'Atributo 68',1,2,3,0,0
2,'Atributo 69',4,1,3,3,0
2,'Atributo 70',5,4,5,2,1
3,'Atributo 1',2,5,4,2,3
3,'Atributo 2',3,2,4,1,0
3,'Atributo 3',3,3,3,3,1
3,'Atributo 4',1,3,3,5,5
3,'Atributo 5',2,1,1,0,0
3,'Atributo 6',2,3,3,0,0
3,'Atributo 7',2,1,1,2,0
3,'Atributo 8',3,4,5,3,1
3,'Atributo 9',1,1,1,0,0
3,'Atributo 10',5,1,1,3,2
3,'Atributo 11',5,3,3,4,4
3,'Atributo 12',3,2,2,3,1
3,'Atributo 13',2,2,1,0,0
3,'Atributo 14',2,1,1,4,0
3,'Atributo 15',1,3,3,4,0
3,'Atributo 16',2,1,4,4,0
3,'Atributo 17',2,1,1,2,5
3,'Atributo 18',4,5,5,1,1
3,'Atributo 19',2,2,2,0,0
3,'Atributo 20',1,2,2,0,0
3,'Atributo 21',5,3,5,3,5
3,'Atributo 22',4,2,3,2,1
3,'Atributo 23',4,3,2,1,3
3,'Atributo 24',4,1,2,1,5
3,'Atributo 25',1,1,2,0,0
3,'Atributo 26',2,1,2,0,0
3,'Atributo 27',2,2,2,0,0
3,'Atributo 28',1,1,1,0,0
3,'Atributo 29',1,1,3,1,0
3,'Atributo 30',3,3,3,1,0
3,'Atributo 31',2,1,4,1,0
3,'Atributo 32',1,4,5,3,3
3,'Atributo 33',4,5,1,4,4
3,'Atributo 34',2,2,2,0,0
3,'Atributo 35',2,1,4,1,0
3,'Atributo 36',2,2,3,0,0
3,'Atributo 37',4,5,5,3,2
3,'Atributo 38',1,5,3,5,4
3,'Atributo 39',2,1,2,0,0
3,'Atributo 40',2,5,5,3,1
3,'Atributo 41',1,2,2,0,0
3,'Atributo 42',4,2,3,4,0
3,'Atributo 43',3,1,2,0,0
3,'Atributo 44',3,4,4,4,5
3,'Atributo 45',2,1,1,0,0
3,'Atributo 46',3,3,2,3,2
3,'Atributo 47',3,2,1,0,0
3,'Atributo 48',2,1,1,0,0
3,'Atributo 49',3,4,1,3,5
3,'Atributo 50',1,2,2,3,0
3,'Atributo 51',3,1,3,0,0
3,'Atributo 52',3,4,4,4,3
3,'Atributo 53',3,2,2,1,0
3,'Atributo 54',4,5,3,5,1
3,'Atributo 55',5,2,5,3,2
3,'Atributo 56',1,2,3,0,0
3,'Atributo 57',4,4,1,3,0
3,'Atributo 58',2,5,3,3,3
3,'Atributo 59',2,2,3,4,0
3,'Atributo 60',1,5,1,5,1
3,'Atributo 61',5,2,5,5,3
3,'Atributo 62',2,2,3,0,0
3,'Atributo 63',4,2,1,1,0
3,'Atributo 64',3,3,1,0,0
3,'Atributo 65',3,3,3,0,0
3,'Atributo 66',5,4,4,2,4
3,'Atributo 67',1,4,4,3,0
3,'Atributo 68',2,2,2,0,0
3,'Atributo 69',4,3,3,4,0
3,'Atributo 70',3,4,1,5,2
4,'Atributo 1',3,4,3,3,2
4,'Atributo 2',3,1,4,3,0
4,'Atributo 3',2,1,4,3,4
4,'Atributo 4',2,2,2,2,4
4,'Atributo 5',1,2,1,0,0
4,'Atributo 6',3,3,3,0,0
4,'Atributo 7',3,1,3,1,0
4,'Atributo 8',2,2,4,2,4
4,'Atributo 9',3,2,2,0,0
4,'Atributo 10',4,3,2,4,1
4,'Atributo 11',3,1,3,2,2
4,'Atributo 12',3,5,2,1,3
4,'Atributo 13',1,2,3,0,0
4,'Atributo 14',2,1,2,3,0
4,'Atributo 15',3,1,3,1,0
4,'Atributo 16',1,2,2,4,0
4,'Atributo 17',2,3,4,5,5
4,'Atributo 18',4,4,4,3,3
4,'Atributo 19',3,2,3,0,0
4,'Atributo 20',2,3,1,0,0
4,'Atributo 21',1,3,3,5,2
4,'Atributo 22',1,3,5,2,3
4,'Atributo 23',3,3,5,2,5
4,'Atributo 24',3,5,4,1,5
4,'Atributo 25',3,2,3,0,0
4,'Atributo 26',2,3,2,0,0
4,'Atributo 27',1,1,3,0,0
4,'Atributo 28',3,2,3,0,0
4,'Atributo 29',4,4,2,1,0
4,'Atributo 30',2,1,4,3,0
4,'Atributo 31',4,2,1,2,0
4,'Atributo 32',2,4,4,5,1
4,'Atributo 33',5,4,2,1,2
4,'Atributo 34',3,2,2,0,0
4,'Atributo 35',2,3,4,1,0
4,'Atributo 36',3,3,2,0,0
4,'Atributo 37',3,1,2,4,2
4,'Atributo 38',4,2,3,3,2
4,'Atributo 39',1,2,1,0,0
4,'Atributo 40',1,5,3,1,1
4,'Atributo 41',2,1,1,0,0
4,'Atributo 42',3,4,3,1,0
4,'Atributo 43',1,2,1,0,0
4,'Atributo 44',5,1,5,2,2
4,'Atributo 45',2,1,1,0,0
4,'Atributo 46',1,3,5,3,2
4,'Atributo 47',2,1,2,0,0
4,'Atributo 48',3,3,3,0,0
4,'Atributo 49',5,2,4,3,4
4,'Atributo 50',2,1,3,1,0
4,'Atributo 51',2,2,2,0,0
4,'Atributo 52',2,3,4,1,2
4,'Atributo 53',3,1,2,3,0
4,'Atributo 54',1,5,3,3,3
4,'Atributo 55',2,1,1,5,5
4,'Atributo 56',2,2,2,0,0
4,'Atributo 57',4,2,1,3,0
4,'Atributo 58',5,1,2,4,4
4,'Atributo 59',2,2,4,3,0
4,'Atributo 60',2,1,5,4,1
4,'Atributo 61',5,3,2,1,2
4,'Atributo 62',2,2,2,0,0
4,'Atributo 63',4,1,4,2,0
4,'Atributo 64',1,1,1,0,0
4,'Atributo 65',1,1,2,0,0
4,'Atributo 66',1,3,3,5,2
4,'Atributo 67',1,2,1,1,0
4,'Atributo 68',3,3,3,0,0
4,'Atributo 69',2,4,3,4,0
4,'Atributo 70',2,4,4,3,4
5,'Atributo 1',3,1,4,5,5
5,'Atributo 2',3,3,1,2,0
5,'Atributo 3',5,5,2,1,1
5,'Atributo 4',1,3,1,2,1
5,'Atributo 5',3,1,2,0,0
5,'Atributo 6',3,1,3,0,0
5,'Atributo 7',1,3,2,3,0
5,'Atributo 8',4,4,1,2,2
5,'Atributo 9',3,3,3,0,0
5,'Atributo 10',3,2,4,1,1
5,'Atributo 11',1,5,3,1,5
5,'Atributo 12',5,4,3,3,3
5,'Atributo 13',3,3,1,0,0
5,'Atributo 14',2,1,2,2,0
5,'Atributo 15',1,1,2,3,0
5,'Atributo 16',4,3,4,3,0
5,'Atributo 17',3,5,1,4,2
5,'Atributo 18',5,5,4,2,4
5,'Atributo 19',3,2,1,0,0
5,'Atributo 20',1,1,2,0,0
5,'Atributo 21',2,4,4,1,5
5,'Atributo 22',1,2,3,2,5
5,'Atributo 23',2,5,2,3,1
5,'Atributo 24',3,4,1,3,1
5,'Atributo 25',1,2,1,0,0
5,'Atributo 26',2,2,2,0,0
5,'Atributo 27',1,2,1,0,0
5,'Atributo 28',3,3,1,0,0
5,'Atributo 29',3,4,2,2,0
5,'Atributo 30',1,4,2,4,0
5,'Atributo 31',4,1,4,2,0
5,'Atributo 32',1,2,1,2,3
5,'Atributo 33',5,2,1,1,1
5,'Atributo 34',3,1,3,0,0
5,'Atributo 35',4,4,2,1,0
5,'Atributo 36',2,1,1,0,0
5,'Atributo 37',5,2,4,3,1
5,'Atributo 38',3,3,3,2,1
5,'Atributo 39',1,3,1,0,0
5,'Atributo 40',3,3,4,1,5
5,'Atributo 41',1,2,3,0,0
5,'Atributo 42',2,1,2,2,0
5,'Atributo 43',2,2,1,0,0
5,'Atributo 44',5,5,3,2,1
5,'Atributo 45',2,2,3,0,0
5,'Atributo 46',1,4,4,1,4
5,'Atributo 47',2,2,3,0,0
5,'Atributo 48',1,3,3,0,0
5,'Atributo 49',5,5,1,5,2
5,'Atributo 50',3,1,1,4,0
5,'Atributo 51',2,1,3,0,0
5,'Atributo 52',1,5,2,3,4
5,'Atributo 53',1,1,4,2,0
5,'Atributo 54',3,4,3,2,2
5,'Atributo 55',2,5,3,2,1
5,'Atributo 56',2,2,3,0,0
5,'Atributo 57',4,1,2,2,0
5,'Atributo 58',4,1,4,1,1
5,'Atributo 59',2,3,2,4,0
5,'Atributo 60',4,2,1,2,5
5,'Atributo 61',5,4,2,5,3
5,'Atributo 62',3,1,2,0,0
5,'Atributo 63',4,4,2,4,0
5,'Atributo 64',1,2,1,0,0
5,'Atributo 65',3,2,3,0,0
5,'Atributo 66',4,5,4,2,3
5,'Atributo 67',1,2,1,3,0
5,'Atributo 68',1,3,2,0,0
5,'Atributo 69',3,1,1,4,0
5,'Atributo 70',3,4,3,5,3
6,'Atributo 1',3,1,3,1,5
6,'Atributo 2',3,3,3,2,0
6,'Atributo 3',1,4,2,1,1
6,'Atributo 4',4,3,1,2,1
6,'Atributo 5',2,1,2,0,0
6,'Atributo 6',3,1,3,0,0
6,'Atributo 7',1,3,2,3,0
6,'Atributo 8',4,1,1,2,2
6,'Atributo 9',1,1,3,0,0
6,'Atributo 10',3,3,4,1,1
6,'Atributo 11',2,5,3,1,1
6,'Atributo 12',1,5,1,2,3
6,'Atributo 13',3,3,1,0,0
6,'Atributo 14',4,1,4,2,0
6,'Atributo 15',2,3,3,3,0
6,'Atributo 16',4,1,3,3,0
6,'Atributo 17',4,5,3,4,1
6,'Atributo 18',4,5,2,2,3
6,'Atributo 19',3,2,1,0,0
6,'Atributo 20',3,2,2,0,0
6,'Atributo 21',3,2,3,1,1
6,'Atributo 22',4,2,4,2,5
6,'Atributo 23',2,5,2,5,4
6,'Atributo 24',1,2,1,3,2
6,'Atributo 25',1,2,2,0,0
6,'Atributo 26',2,1,1,0,0
6,'Atributo 27',1,3,1,0,0
6,'Atributo 28',3,1,1,0,0
6,'Atributo 29',3,4,2,1,0
6,'Atributo 30',1,1,2,2,0
6,'Atributo 31',2,4,2,2,0
6,'Atributo 32',1,4,1,4,3
6,'Atributo 33',3,2,4,1,1
6,'Atributo 34',3,1,1,0,0
6,'Atributo 35',2,4,3,4,0
6,'Atributo 36',2,3,1,0,0
6,'Atributo 37',2,2,4,3,1
6,'Atributo 38',3,3,5,2,1
6,'Atributo 39',3,3,1,0,0
6,'Atributo 40',3,3,5,4,5
6,'Atributo 41',1,2,3,0,0
6,'Atributo 42',2,2,3,1,0
6,'Atributo 43',2,2,2,0,0
6,'Atributo 44',5,4,4,2,2
6,'Atributo 45',2,2,2,0,0
6,'Atributo 46',3,2,5,1,4
6,'Atributo 47',1,2,3,0,0
6,'Atributo 48',2,3,3,0,0
6,'Atributo 49',5,2,1,4,2
6,'Atributo 50',3,1,4,4,0
6,'Atributo 51',3,1,3,0,0
6,'Atributo 52',1,2,2,3,5
6,'Atributo 53',4,1,4,2,0
6,'Atributo 54',5,5,5,2,3
6,'Atributo 55',2,5,5,1,1
6,'Atributo 56',2,2,2,0,0
6,'Atributo 57',4,1,2,1,0
6,'Atributo 58',4,1,4,1,1
6,'Atributo 59',1,3,2,4,0
6,'Atributo 60',4,2,2,3,5
6,'Atributo 61',5,5,3,5,3
6,'Atributo 62',1,1,2,0,0
6,'Atributo 63',3,1,2,1,0
6,'Atributo 64',2,2,3,0,0
6,'Atributo 65',3,2,3,0,0
6,'Atributo 66',1,5,3,2,3
6,'Atributo 67',1,1,4,3,0
6,'Atributo 68',2,2,2,0,0
6,'Atributo 69',1,3,1,4,0
6,'Atributo 70',3,4,3,1,1
7,'Atributo 1',1,5,3,5,3
7,'Atributo 2',1,3,1,4,0
7,'Atributo 3',3,5,1,2,5
7,'Atributo 4',3,1,1,4,4
7,'Atributo 5',1,2,3,0,0
7,'Atributo 6',3,2,1,0,0
7,'Atributo 7',2,2,2,2,0
7,'Atributo 8',4,3,1,2,5
7,'Atributo 9',1,2,1,0,0
7,'Atributo 10',1,4,1,2,4
7,'Atributo 11',1,4,1,4,2
7,'Atributo 12',5,1,2,3,4
7,'Atributo 13',2,3,1,0,0
7,'Atributo 14',1,4,3,4,0
7,'Atributo 15',1,4,2,4,0
7,'Atributo 16',4,3,2,3,0
7,'Atributo 17',4,1,5,2,5
7,'Atributo 18',4,5,1,3,1
7,'Atributo 19',3,2,2,0,0
7,'Atributo 20',1,2,1,0,0
7,'Atributo 21',3,1,1,3,2
7,'Atributo 22',1,4,2,5,2
7,'Atributo 23',4,4,1,4,1
7,'Atributo 24',5,3,1,1,4
7,'Atributo 25',3,3,3,0,0
7,'Atributo 26',1,2,1,0,0
7,'Atributo 27',2,1,2,0,0
7,'Atributo 28',3,2,3,0,0
7,'Atributo 29',1,2,4,4,0
7,'Atributo 30',2,4,1,4,0
7,'Atributo 31',2,3,3,3,0
7,'Atributo 32',4,1,3,4,4
7,'Atributo 33',5,4,2,1,1
7,'Atributo 34',2,1,1,0,0
7,'Atributo 35',2,2,1,4,0
7,'Atributo 36',1,1,2,0,0
7,'Atributo 37',1,3,1,5,3
7,'Atributo 38',2,2,5,4,4
7,'Atributo 39',1,2,1,0,0
7,'Atributo 40',1,2,2,2,1
7,'Atributo 41',1,2,2,0,0
7,'Atributo 42',4,1,4,3,0
7,'Atributo 43',1,2,3,0,0
7,'Atributo 44',2,5,3,5,2
7,'Atributo 45',1,2,2,0,0
7,'Atributo 46',3,1,3,1,1
7,'Atributo 47',3,3,1,0,0
7,'Atributo 48',1,2,2,0,0
7,'Atributo 49',2,5,5,1,2
7,'Atributo 50',1,3,4,2,0
7,'Atributo 51',2,1,3,0,0
7,'Atributo 52',3,4,4,1,5
7,'Atributo 53',2,3,3,2,0
7,'Atributo 54',4,1,5,2,1
7,'Atributo 55',4,2,1,3,3
7,'Atributo 56',3,2,3,0,0
7,'Atributo 57',2,3,3,1,0
7,'Atributo 58',2,5,4,2,3
7,'Atributo 59',3,3,4,2,0
7,'Atributo 60',1,5,3,2,1
7,'Atributo 61',5,4,3,5,3
7,'Atributo 62',3,2,2,0,0
7,'Atributo 63',1,2,2,3,0
7,'Atributo 64',1,2,2,0,0
7,'Atributo 65',3,1,2,0,0
7,'Atributo 66',4,1,5,2,3
7,'Atributo 67',3,2,2,2,0
7,'Atributo 68',1,3,3,0,0
7,'Atributo 69',4,2,3,3,0
7,'Atributo 70',5,4,5,2,1
8,'Atributo 1',1,5,4,1,5
8,'Atributo 2',3,2,1,3,0
8,'Atributo 3',3,2,5,2,1
8,'Atributo 4',3,1,1,1,4
8,'Atributo 5',3,2,3,0,0
8,'Atributo 6',2,3,1,0,0
8,'Atributo 7',4,2,2,2,0
8,'Atributo 8',4,3,1,3,5
8,'Atributo 9',3,2,3,0,0
8,'Atributo 10',1,1,1,2,5
8,'Atributo 11',1,3,1,4,2
8,'Atributo 12',1,1,2,3,4
8,'Atributo 13',2,3,2,0,0
8,'Atributo 14',3,4,3,2,0
8,'Atributo 15',3,2,2,4,0
8,'Atributo 16',4,1,2,3,0
8,'Atributo 17',1,4,5,3,2
8,'Atributo 18',1,5,1,3,1
8,'Atributo 19',3,2,2,0,0
8,'Atributo 20',1,2,2,0,0
8,'Atributo 21',1,1,1,3,5
8,'Atributo 22',1,2,2,5,2
8,'Atributo 23',4,4,1,2,1
8,'Atributo 24',5,3,1,2,1
8,'Atributo 25',1,2,3,0,0
8,'Atributo 26',1,2,2,0,0
8,'Atributo 27',2,1,2,0,0
8,'Atributo 28',3,2,3,0,0
8,'Atributo 29',1,4,3,4,0
8,'Atributo 30',2,4,4,4,0
8,'Atributo 31',2,3,3,3,0
8,'Atributo 32',4,2,1,4,4
8,'Atributo 33',1,3,1,1,2
8,'Atributo 34',2,2,3,0,0
8,'Atributo 35',2,2,1,4,0
8,'Atributo 36',3,1,1,0,0
8,'Atributo 37',1,1,2,5,3
8,'Atributo 38',3,2,5,4,4
8,'Atributo 39',3,2,1,0,0
8,'Atributo 40',1,1,2,3,1
8,'Atributo 41',1,3,2,0,0
8,'Atributo 42',1,3,4,3,0
8,'Atributo 43',1,2,3,0,0
8,'Atributo 44',2,3,3,5,5
8,'Atributo 45',2,2,3,0,0
8,'Atributo 46',2,1,3,1,1
8,'Atributo 47',3,3,1,0,0
8,'Atributo 48',1,2,2,0,0
8,'Atributo 49',3,5,5,1,2
8,'Atributo 50',2,3,3,2,0
8,'Atributo 51',1,2,1,0,0
8,'Atributo 52',3,1,3,1,2
8,'Atributo 53',2,3,3,3,0
8,'Atributo 54',5,2,5,1,1
8,'Atributo 55',4,1,1,3,4
8,'Atributo 56',3,2,3,0,0
8,'Atributo 57',2,3,4,2,0
8,'Atributo 58',2,3,2,2,5
8,'Atributo 59',3,4,2,2,0
8,'Atributo 60',1,2,3,1,3
8,'Atributo 61',5,1,3,5,3
8,'Atributo 62',3,2,2,0,0
8,'Atributo 63',3,3,2,3,0
8,'Atributo 64',3,3,2,0,0
8,'Atributo 65',3,1,2,0,0
8,'Atributo 66',4,1,2,1,4
8,'Atributo 67',3,2,2,2,0
8,'Atributo 68',1,3,2,0,0
8,'Atributo 69',2,1,3,2,0
8,'Atributo 70',5,4,1,2,1
9,'Atributo 1',2,5,4,3,3
9,'Atributo 2',1,2,4,4,0
9,'Atributo 3',5,3,3,2,1
9,'Atributo 4',1,3,3,2,5
9,'Atributo 5',2,1,1,0,0
9,'Atributo 6',2,3,3,0,0
9,'Atributo 7',2,1,1,2,0
9,'Atributo 8',5,2,5,4,1
9,'Atributo 9',1,1,1,0,0
9,'Atributo 10',5,5,1,3,3
9,'Atributo 11',5,3,3,4,4
9,'Atributo 12',3,2,2,4,1
9,'Atributo 13',2,1,1,0,0
9,'Atributo 14',2,1,1,4,0
9,'Atributo 15',1,2,3,4,0
9,'Atributo 16',2,1,4,2,0
9,'Atributo 17',2,1,1,1,5
9,'Atributo 18',4,5,5,1,3
9,'Atributo 19',2,2,2,0,0
9,'Atributo 20',1,2,2,0,0
9,'Atributo 21',4,3,5,3,1
9,'Atributo 22',3,2,3,2,1
9,'Atributo 23',4,3,2,1,2
9,'Atributo 24',4,3,2,1,5
9,'Atributo 25',1,1,2,0,0
9,'Atributo 26',2,1,2,0,0
9,'Atributo 27',2,2,2,0,0
9,'Atributo 28',2,1,1,0,0
9,'Atributo 29',1,1,3,2,0
9,'Atributo 30',4,3,3,1,0
9,'Atributo 31',2,1,4,3,0
9,'Atributo 32',1,2,4,3,3
9,'Atributo 33',4,5,1,4,2
9,'Atributo 34',2,2,2,0,0
9,'Atributo 35',4,1,4,1,0
9,'Atributo 36',1,2,3,0,0
9,'Atributo 37',4,3,5,4,2
9,'Atributo 38',1,1,3,5,4
9,'Atributo 39',2,1,2,0,0
9,'Atributo 40',5,5,5,3,1
9,'Atributo 41',1,2,2,0,0
9,'Atributo 42',2,1,3,4,0
9,'Atributo 43',3,1,2,0,0
9,'Atributo 44',3,4,4,4,5
9,'Atributo 45',3,1,1,0,0
9,'Atributo 46',3,3,1,5,2
9,'Atributo 47',3,2,1,0,0
9,'Atributo 48',2,1,1,0,0
9,'Atributo 49',3,4,1,3,1
9,'Atributo 50',4,2,4,4,0
9,'Atributo 51',3,1,3,0,0
9,'Atributo 52',3,4,3,4,3
9,'Atributo 53',3,2,2,1,0
9,'Atributo 54',4,5,2,5,1
9,'Atributo 55',5,2,4,3,2
9,'Atributo 56',1,2,3,0,0
9,'Atributo 57',4,4,1,3,0
9,'Atributo 58',1,5,3,3,3
9,'Atributo 59',1,1,1,4,0
9,'Atributo 60',2,5,1,3,1
9,'Atributo 61',5,2,5,5,3
9,'Atributo 62',2,2,3,0,0
9,'Atributo 63',2,2,1,1,0
9,'Atributo 64',3,3,1,0,0
9,'Atributo 65',3,3,3,0,0
9,'Atributo 66',5,4,5,2,4
9,'Atributo 67',1,4,4,3,0
9,'Atributo 68',2,2,3,0,0
9,'Atributo 69',4,2,4,4,0
9,'Atributo 70',3,5,1,1,5
